sourceid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
204387,140,Leptosphaeriaceae,Leptosphaeriaceae,,51657,Fungi,1
204469,140,Liceaceae,Liceaceae,,51657,Fungi,1
205472,140,Lichtheimiaceae,Lichtheimiaceae,,51657,Fungi,1
205680,140,Lyophyllaceae,Lyophyllaceae,,51657,Fungi,1
205702,140,Magnaporthaceae,Magnaporthaceae,,51657,Fungi,1
205756,140,Marasmiaceae,Marasmiaceae,,51657,Fungi,1
205765,140,Massariaceae,Massariaceae,,51657,Fungi,1
205766,140,Massarinaceae,Massarinaceae,,51657,Fungi,1
205820,140,Melampsoraceae,Melampsoraceae,,51657,Fungi,1
205843,140,Melanconidaceae,Melanconidaceae,,51657,Fungi,1
205926,140,Meliolaceae,Meliolaceae,,51657,Fungi,1
205935,140,Melogrammataceae,Melogrammataceae,,51657,Fungi,1
205946,140,Meripilaceae,Meripilaceae,,51657,Fungi,1
205958,140,Meruliaceae,Meruliaceae,,51657,Fungi,1
205959,140,Mesnieraceae,Mesnieraceae,,51657,Fungi,1
205960,140,Mesophelliaceae,Mesophelliaceae,,51657,Fungi,1
205962,140,Metacapnodiaceae,Metacapnodiaceae,,51657,Fungi,1
206045,140,Microbotryaceae,Microbotryaceae,,51657,Fungi,1
206066,140,Micropeltidaceae,Micropeltidaceae,,51657,Fungi,1
206128,140,Microtheliopsidaceae,Microtheliopsidaceae,,51657,Fungi,1
206157,140,Montagnulaceae,Montagnulaceae,,51657,Fungi,1
206160,140,Morchellaceae,Morchellaceae,,51657,Fungi,1
206161,140,Moriolaceae,Moriolaceae,,51657,Fungi,1
206604,140,Mucoraceae,Mucoraceae,,51657,Fungi,1
206630,140,Mycenaceae,Mycenaceae,,51657,Fungi,1
208264,140,Myriangiaceae,Myriangiaceae,,51657,Fungi,1
208692,140,Niaceae,Niaceae,,51657,Fungi,1
208706,140,Nostocaceae,Nostocaceae,,51657,Fungi,1
208834,140,Onygenaceae,Onygenaceae,,51657,Fungi,1
208977,140,Ophiocordycipitaceae,Ophiocordycipitaceae,,51657,Fungi,1
208981,140,Ophiostomataceae,Ophiostomataceae,,51657,Fungi,1
209005,140,Orbiliaceae,Orbiliaceae,,51657,Fungi,1
209022,140,Pachnocybaceae,Pachnocybaceae,,51657,Fungi,1
209029,140,Pachyascaceae,Pachyascaceae,,51657,Fungi,1
210301,140,Parmulariaceae,Parmulariaceae,,51657,Fungi,1
210302,140,Parodiellaceae,Parodiellaceae,,51657,Fungi,1
211067,140,Patellariaceae,Patellariaceae,,51657,Fungi,1
211221,140,Peniophoraceae,Peniophoraceae,,51657,Fungi,1
211591,140,Pezizaceae,Pezizaceae,,51657,Fungi,1
211595,140,Phacidiaceae,Phacidiaceae,,51657,Fungi,1
211627,140,Phaeochoraceae,Phaeochoraceae,,51657,Fungi,1
211695,140,Phaeosphaeriaceae,Phaeosphaeriaceae,,51657,Fungi,1
211709,140,Phaeotrichaceae,Phaeotrichaceae,,51657,Fungi,1
211710,140,Phallaceae,Phallaceae,,51657,Fungi,1
211713,140,Phanerochaetaceae,Phanerochaetaceae,,51657,Fungi,1
211751,140,Phleogenaceae,Phleogenaceae,,51657,Fungi,1
211809,140,Phycomycetaceae,Phycomycetaceae,,51657,Fungi,1
211940,140,Phyllobatheliaceae,Phyllobatheliaceae,,51657,Fungi,1
212069,140,Physalacriaceae,Physalacriaceae,,51657,Fungi,1
212070,140,Physaraceae,Physaraceae,,51657,Fungi,1
212398,140,Pilobolaceae,Pilobolaceae,,51657,Fungi,1
212960,140,Planistromellaceae,Planistromellaceae,,51657,Fungi,1
213893,140,Pleurostomataceae,Pleurostomataceae,,51657,Fungi,1
213894,140,Pleurotaceae,Pleurotaceae,,51657,Fungi,1
213908,140,Pluteaceae,Pluteaceae,,51657,Fungi,1
213976,140,Polyporaceae,Polyporaceae,,51657,Fungi,1
213977,140,Polyporales,Polyporales,,51657,Fungi,1
213985,140,Polystomellaceae,Polystomellaceae,,51657,Fungi,1
214130,140,Protrudomycetaceae,Protrudomycetaceae,,51657,Fungi,1
214233,140,Pseudovalsaceae,Pseudovalsaceae,,51657,Fungi,1
214340,140,Pterulaceae,Pterulaceae,,51657,Fungi,1
214362,140,Pucciniaceae,Pucciniaceae,,51657,Fungi,1
214450,140,Pyrenothricaceae,Pyrenothricaceae,,51657,Fungi,1
214496,140,Pyronemataceae,Pyronemataceae,,51657,Fungi,1
214696,140,Raveneliaceae,Raveneliaceae,,51657,Fungi,1
214790,140,Reticulascaceae,Reticulascaceae,,51657,Fungi,1
215429,140,Rhizophydiaceae,Rhizophydiaceae,,51657,Fungi,1
215449,140,Rhytismataceae,Rhytismataceae,,51657,Fungi,1
215450,140,Rhytismatales,Rhytismatales,,51657,Fungi,1
215609,140,Roesleriaceae,Roesleriaceae,,51657,Fungi,1
215631,140,Russulaceae,Russulaceae,,51657,Fungi,1
215632,140,Rutstroemiaceae,Rutstroemiaceae,,51657,Fungi,1
215633,140,Saccardiaceae,Saccardiaceae,,51657,Fungi,1
215664,140,Saprolegniaceae,Saprolegniaceae,,51657,Fungi,1
215697,140,Sarcoscyphaceae,Sarcoscyphaceae,,51657,Fungi,1
215698,140,Sarcosomataceae,Sarcosomataceae,,51657,Fungi,1
215737,140,Schizoparmaceae,Schizoparmaceae,,51657,Fungi,1
215739,140,Schizophyllaceae,Schizophyllaceae,,51657,Fungi,1
215740,140,Schizoporaceae,Schizoporaceae,,51657,Fungi,1
215741,140,Schizothyriaceae,Schizothyriaceae,,51657,Fungi,1
215754,140,Sclerotiniaceae,Sclerotiniaceae,,51657,Fungi,1
215794,140,Sebacinaceae,Sebacinaceae,,51657,Fungi,1
215824,140,Septobasidiaceae,Septobasidiaceae,,51657,Fungi,1
215857,140,Seuratiaceae,Seuratiaceae,,51657,Fungi,1
215895,140,Sordariaceae,Sordariaceae,,51657,Fungi,1
218531,140,Sporormiaceae,Sporormiaceae,,51657,Fungi,1
218716,140,Stemonitidaceae,Stemonitidaceae,,51657,Fungi,1
218736,140,Stephanosporaceae,Stephanosporaceae,,51657,Fungi,1
218738,140,Stereaceae,Stereaceae,,51657,Fungi,1
219588,140,Sydowiellaceae,Sydowiellaceae,,51657,Fungi,1
219593,140,Syncephalastraceae,Syncephalastraceae,,51657,Fungi,1
219594,140,Synchytriaceae,Synchytriaceae,,51657,Fungi,1
219882,140,Teratosphaeriaceae,Teratosphaeriaceae,,51657,Fungi,1
219883,140,Tetragoniomycetaceae,Tetragoniomycetaceae,,51657,Fungi,1
219884,140,Tetraplosphaeriaceae,Tetraplosphaeriaceae,,51657,Fungi,1
220014,140,Thelebolaceae,Thelebolaceae,,51657,Fungi,1
220018,140,Thelephoraceae,Thelephoraceae,,51657,Fungi,1
220207,140,Thyridiaceae,Thyridiaceae,,51657,Fungi,1
220418,140,Trentepohliaceae,Trentepohliaceae,,51657,Fungi,1
220419,140,Triblidiaceae,Triblidiaceae,,51657,Fungi,1
220422,140,Trichiaceae,Trichiaceae,,51657,Fungi,1
221198,140,Trichosporonaceae,Trichosporonaceae,,51657,Fungi,1
221486,140,Tubeufiaceae,Tubeufiaceae,,51657,Fungi,1
221487,140,Tubiferaceae,Tubiferaceae,,51657,Fungi,1
221488,140,Tubulicrinaceae,Tubulicrinaceae,,51657,Fungi,1
221495,140,Tulasnellaceae,Tulasnellaceae,,51657,Fungi,1
221599,140,Typhulaceae,Typhulaceae,,51657,Fungi,1
221602,140,Ulvaceae,Ulvaceae,,51657,Fungi,1
221603,140,Umbelopsidaceae,Umbelopsidaceae,,51657,Fungi,1
221722,140,Uropyxidaceae,Uropyxidaceae,,51657,Fungi,1
222033,140,Ustilaginaceae,Ustilaginaceae,,51657,Fungi,1
222034,140,Valsaceae,Valsaceae,,51657,Fungi,1
222105,140,Venturiaceae,Venturiaceae,,51657,Fungi,1
222573,140,Vialaeaceae,Vialaeaceae,,51657,Fungi,1
222574,140,Vibrisseaceae,Vibrisseaceae,,51657,Fungi,1
222578,140,Vizellaceae,Vizellaceae,,51657,Fungi,1
222791,140,Xenasmataceae,Xenasmataceae,,51657,Fungi,1
222795,140,Xylariaceae,Xylariaceae,,51657,Fungi,1
222868,140,Zopfiaceae,Zopfiaceae,,51657,Fungi,1
256880,140,Lecanographaceae,Lecanographaceae,,51663,Arthoniales,1
