sourceid,kingdomid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
234448,3,100,Gunnerales,Gunnerales,NULL,234435,Core Eudicots,1
234465,3,100,Berberidopsidales,Berberidopsidales,NULL,234435,Core Eudicots,1
234467,3,100,Saxifragales,Saxifragales,NULL,234435,Core Eudicots,1
234478,3,100,Vitales,Vitales,NULL,234435,Core Eudicots,1
234480,3,100,Brassicales,Brassicales,NULL,234475,Malvids,1
234482,3,100,Crossosomatales,Crossosomatales,NULL,234475,Malvids,1
234483,3,100,Cucurbitales,Cucurbitales,NULL,234473,Fabids,1
234484,3,100,Huerteales,Huerteales,NULL,234475,Malvids,1
234486,3,100,Malpighiales,Malpighiales,NULL,234473,Fabids,1
234487,3,100,Oxalidales,Oxalidales,NULL,234473,Fabids,1
234488,3,100,Picramniales,Picramniales,NULL,234475,Malvids,1
234489,3,100,Zygophyllales,Zygophyllales,NULL,234473,Fabids,1
234496,3,100,Aquifoliales,Aquifoliales,NULL,234481,Campanulids,1
234498,3,100,Boraginales,Boraginales,NULL,234485,Lamiids,1
234499,3,100,Bruniales,Bruniales,NULL,234481,Campanulids,1
234502,3,100,Escalloniales,Escalloniales,NULL,234481,Campanulids,1
234504,3,100,Garryales,Garryales,NULL,234485,Lamiids,1
16865,3,110,Calobryinae,Calobryinae,NULL,16819,Calobryales,1
16866,3,110,Takakiinae,Takakiinae,NULL,16819,Calobryales,1
16868,3,110,Geocalycinae,Geocalycinae,NULL,16820,Jungermanniales,1
16869,3,110,Cephaloziinae,Cephaloziinae,NULL,16820,Jungermanniales,1
16870,3,110,Lepidoziinae,Lepidoziinae,NULL,16820,Jungermanniales,1
16871,3,110,Perssoniellinae,Perssoniellinae,NULL,16820,Jungermanniales,1
16872,3,110,Balantiopsidnae,Balantiopsidnae,NULL,16820,Jungermanniales,1
16873,3,110,Ptilidinae,Ptilidinae,NULL,16820,Jungermanniales,1
16874,3,110,Herbertinae,Herbertinae,NULL,16820,Jungermanniales,1
16875,3,110,Lepicoleinae,Lepicoleinae,NULL,16820,Jungermanniales,1
16876,3,110,Jungermanniinae,Jungermanniinae,NULL,16820,Jungermanniales,1
16877,3,110,Lepidolaeninae,Lepidolaeninae,NULL,16820,Jungermanniales,1
16891,3,110,Pleuroziinae,Pleuroziinae,NULL,16820,Jungermanniales,1
16893,3,110,Porellinae,Porellinae,NULL,16820,Jungermanniales,1
16899,3,110,Radulinae,Radulinae,NULL,16820,Jungermanniales,1
16910,3,110,Phyllothallinae,Phyllothallinae,NULL,16818,Metzgeriales,1
16911,3,110,Metzgeriineae,Metzgeriineae,NULL,16818,Metzgeriales,1
16912,3,110,Codoniineae,Codoniineae,NULL,16818,Metzgeriales,1
16914,3,110,Marchantiidae,Marchantiidae,NULL,16818,Metzgeriales,1
16918,3,110,Treubiineae,Treubiineae,NULL,16818,Metzgeriales,1
16935,3,110,Ricciinae,Ricciinae,NULL,16823,Marchantiales,1
16936,3,110,Marchantiineae,Marchantiineae,NULL,16823,Marchantiales,1
5317,3,140,Orobanchaceae,Orobanchaceae,NULL,5500,Lamiales,1
5318,3,140,Bignoniaceae,Bignoniaceae,NULL,5500,Lamiales,1
5319,3,140,Acanthaceae,Acanthaceae,NULL,5500,Lamiales,1
5320,3,140,Lentibulariaceae,Lentibulariaceae,NULL,5500,Lamiales,1
5321,3,140,Campanulaceae,Campanulaceae,NULL,5505,Asterales,1
5322,3,140,Iridaceae,Iridaceae,NULL,164408,Asparagales,1
5323,3,140,Rubiaceae,Rubiaceae,NULL,5492,Gentianales,1
5324,3,140,Agavaceae,Agavaceae,NULL,5538,Liliales,1
5325,3,140,Orchidaceae,Orchidaceae,NULL,164408,Asparagales,1
5326,3,140,Meliaceae,Meliaceae,NULL,5542,Sapindales,1
5327,3,140,Zygophyllaceae,Zygophyllaceae,NULL,234489,Zygophyllales,1
5328,3,140,Oxalidaceae,Oxalidaceae,NULL,234487,Oxalidales,1
5329,3,140,Geraniaceae,Geraniaceae,NULL,5480,Geraniales,1
5330,3,140,Linaceae,Linaceae,NULL,234486,Malpighiales,1
5331,3,140,Malpighiaceae,Malpighiaceae,Juss.,234486,Malpighiales,1
5332,3,140,Violaceae,Violaceae,NULL,234486,Malpighiales,1
5333,3,140,Aloeaceae,Aloeaceae,NULL,5538,Liliales,1
5334,3,140,Apiaceae,Apiaceae,NULL,5484,Apiales,1
5335,3,140,Arecaceae,Arecaceae,NULL,5535,Arecales,1
5336,3,140,Aspleniaceae,Aspleniaceae,NULL,5488,Polypodiales,1
5337,3,140,Dryopteridaceae,Dryopteridaceae,NULL,5488,Polypodiales,1
5338,3,140,Fabaceae,Fabaceae,NULL,5486,Fabales,1
5339,3,140,Martyniaceae,Martyniaceae,NULL,5500,Lamiales,1
5340,3,140,Pteridaceae,Pteridaceae,NULL,5488,Polypodiales,1
5341,3,140,Simmondsiaceae,Simmondsiaceae,NULL,5534,Caryophyllales,1
5342,3,140,Thelypteridaceae,Thelypteridaceae,NULL,5488,Polypodiales,1
5343,3,140,Viscaceae,Viscaceae,NULL,5523,Santalales,1
5344,3,140,Polygalaceae,Polygalaceae,NULL,5486,Fabales,1
5345,3,140,Krameriaceae,Krameriaceae,NULL,234489,Zygophyllales,1
5346,3,140,Araliaceae,Araliaceae,NULL,5484,Apiales,1
5347,3,140,Passifloraceae,Passifloraceae,NULL,234486,Malpighiales,1
5348,3,140,Bixaceae,Bixaceae,NULL,5543,Malvales,1
5349,3,140,Tamaricaceae,Tamaricaceae,NULL,5534,Caryophyllales,1
5350,3,140,Fouquieriaceae,Fouquieriaceae,NULL,5507,Ericales,1
5351,3,140,Loasaceae,Loasaceae,NULL,5522,Cornales,1
5352,3,140,Cucurbitaceae,Cucurbitaceae,NULL,234483,Cucurbitales,1
5353,3,140,Salicaceae,Salicaceae,NULL,234486,Malpighiales,1
5354,3,140,Capparaceae,Capparaceae,NULL,234480,Brassicales,1
5355,3,140,Brassicaceae,Brassicaceae,NULL,234480,Brassicales,1
5356,3,140,Gentianaceae,Gentianaceae,NULL,5492,Gentianales,1
5357,3,140,Hydrophyllaceae,Hydrophyllaceae,NULL,5489,Solanales,1
5358,3,140,Psilotaceae,Psilotaceae,NULL,5493,Psilotales,1
5359,3,140,Lycopodiaceae,Lycopodiaceae,NULL,5494,Lycopodiales,1
5360,3,140,Selaginellaceae,Selaginellaceae,NULL,5495,Selaginellales,1
5361,3,140,Isoetaceae,Isoetaceae,NULL,5496,Isoetales,1
5362,3,140,Equisetaceae,Equisetaceae,NULL,5497,Equisetales,1
5363,3,140,Ophioglossaceae,Ophioglossaceae,NULL,5498,Ophioglossales,1
5364,3,140,Alismataceae,Alismataceae,NULL,5499,Alismatales,1
5365,3,140,Lennoaceae,Lennoaceae,NULL,5500,Lamiales,1
5366,3,140,Boraginaceae,Boraginaceae,NULL,234498,Boraginales,1
5367,3,140,Dennstaedtiaceae,Dennstaedtiaceae,NULL,5488,Polypodiales,1
5368,3,140,Polypodiaceae,Polypodiaceae,NULL,5488,Polypodiales,1
5369,3,140,Hydrocharitaceae,Hydrocharitaceae,NULL,5499,Alismatales,1
5370,3,140,Juncaginaceae,Juncaginaceae,NULL,5499,Alismatales,1
5371,3,140,Najadaceae,Najadaceae,NULL,5502,Najadales,1
5372,3,140,Poaceae,Poaceae,NULL,234442,Poales,1
5373,3,140,Blechnaceae,Blechnaceae,NULL,5488,Polypodiales,1
5374,3,140,Marsileaceae,Marsileaceae,NULL,234339,Salviniales,1
5375,3,140,Caprifoliaceae,Caprifoliaceae,NULL,5504,Dipsacales,1
5376,3,140,Valerianaceae,Valerianaceae,NULL,5504,Dipsacales,1
5377,3,140,Dipsacaceae,Dipsacaceae,NULL,5504,Dipsacales,1
5378,3,140,Asteraceae,Asteraceae,NULL,5505,Asterales,1
5379,3,140,Potamogetonaceae,Potamogetonaceae,NULL,5499,Alismatales,1
5380,3,140,Ruppiaceae,Ruppiaceae,NULL,5499,Alismatales,1
5381,3,140,Zannichelliaceae,Zannichelliaceae,NULL,5502,Najadales,1
5382,3,140,Resedaceae,Resedaceae,NULL,234480,Brassicales,1
5383,3,140,Ericaceae,Ericaceae,NULL,5507,Ericales,1
5384,3,140,Commelinaceae,Commelinaceae,NULL,5506,Commelinales,1
5385,3,140,Juncaceae,Juncaceae,NULL,234442,Poales,1
5386,3,140,Callitrichaceae,Callitrichaceae,NULL,5485,Callitrichales,1
5387,3,140,Verbenaceae,Verbenaceae,NULL,5500,Lamiales,1
5388,3,140,Cyperaceae,Cyperaceae,NULL,234442,Poales,1
5389,3,140,Pyrolaceae,Pyrolaceae,NULL,5507,Ericales,1
5390,3,140,Monotropaceae,Monotropaceae,NULL,5507,Ericales,1
5391,3,140,Lamiaceae,Lamiaceae,NULL,5500,Lamiales,1
5392,3,140,Sapotaceae,Sapotaceae,NULL,5507,Ericales,1
5393,3,140,Primulaceae,Primulaceae,NULL,5507,Ericales,1
5394,3,140,Azolliaceae,Azolliaceae,NULL,5503,Hydropteridales,1
5395,3,140,Pinaceae,Pinaceae,NULL,5487,Pinales,1
5396,3,140,Cupressaceae,Cupressaceae,NULL,5487,Pinales,1
5397,3,140,Saururaceae,Saururaceae,NULL,5513,Piperales,1
5398,3,140,Aristolochiaceae,Aristolochiaceae,NULL,5513,Piperales,1
5399,3,140,Nymphaeaceae,Nymphaeaceae,NULL,5515,Nymphaeales,1
5400,3,140,Ceratophyllaceae,Ceratophyllaceae,NULL,234407,Ceratophyllales,1
5401,3,140,Ranunculaceae,Ranunculaceae,NULL,5516,Ranunculales,1
5402,3,140,Plantaginaceae,Plantaginaceae,NULL,5500,Lamiales,1
5403,3,140,Buddlejaceae,Buddlejaceae,NULL,5518,Scrophulariales,1
5404,3,140,Oleaceae,Oleaceae,NULL,5500,Lamiales,1
5405,3,140,Haloragaceae,Haloragaceae,NULL,234467,Saxifragales,1
5406,3,140,Hippuridaceae,Hippuridaceae,NULL,5485,Callitrichales,1
5407,3,140,Lythraceae,Lythraceae,NULL,5520,Myrtales,1
5408,3,140,Myrtaceae,Myrtaceae,NULL,5520,Myrtales,1
5409,3,140,Punicaceae,Punicaceae,NULL,5520,Myrtales,1
5410,3,140,Onagraceae,Onagraceae,NULL,5520,Myrtales,1
5411,3,140,Berberidaceae,Berberidaceae,NULL,5516,Ranunculales,1
5412,3,140,Menispermaceae,Menispermaceae,NULL,5516,Ranunculales,1
5413,3,140,Papaveraceae,Papaveraceae,NULL,5516,Ranunculales,1
5414,3,140,Fumariaceae,Fumariaceae,NULL,5521,Papaverales,1
5415,3,140,Portulacaceae,Portulacaceae,NULL,5534,Caryophyllales,1
5416,3,140,Combretaceae,Combretaceae,NULL,5520,Myrtales,1
5417,3,140,Elaeagnaceae,Elaeagnaceae,NULL,5527,Rosales,1
5418,3,140,Cornaceae,Cornaceae,NULL,5522,Cornales,1
5419,3,140,Chenopodiaceae,Chenopodiaceae,NULL,5534,Caryophyllales,1
5420,3,140,Garryaceae,Garryaceae,NULL,234504,Garryales,1
5421,3,140,Santalaceae,Santalaceae,NULL,5523,Santalales,1
5422,3,140,Rafflesiaceae,Rafflesiaceae,NULL,5524,Rafflesiales,1
5423,3,140,Celastraceae,Celastraceae,NULL,5525,Celastrales,1
5424,3,140,Amaranthaceae,Amaranthaceae,NULL,5534,Caryophyllales,1
5425,3,140,Polygonaceae,Polygonaceae,NULL,5534,Caryophyllales,1
5426,3,140,Hydrangeaceae,Hydrangeaceae,NULL,5522,Cornales,1
5427,3,140,Grossulariaceae,Grossulariaceae,NULL,234467,Saxifragales,1
5428,3,140,Crassulaceae,Crassulaceae,NULL,234467,Saxifragales,1
5429,3,140,Saxifragaceae,Saxifragaceae,NULL,234467,Saxifragales,1
5430,3,140,Rosaceae,Rosaceae,NULL,5527,Rosales,1
5431,3,140,Scrophulariaceae,Scrophulariaceae,NULL,5500,Lamiales,1
5432,3,140,Platanaceae,Platanaceae,NULL,16519,Proteales,1
5433,3,140,Ulmaceae,Ulmaceae,NULL,5527,Rosales,1
5434,3,140,Moraceae,Moraceae,NULL,5527,Rosales,1
5435,3,140,Cannabaceae,Cannabaceae,NULL,5527,Rosales,1
5436,3,140,Urticaceae,Urticaceae,Juss.,5527,Rosales,1
5437,3,140,Juglandaceae,Juglandaceae,NULL,5531,Fagales,1
5438,3,140,Fagaceae,Fagaceae,NULL,5531,Fagales,1
5439,3,140,Betulaceae,Betulaceae,NULL,5531,Fagales,1
5440,3,140,Sparganiaceae,Sparganiaceae,NULL,5532,Typhales,1
5441,3,140,Typhaceae,Typhaceae,NULL,234442,Poales,1
5442,3,140,Bromeliaceae,Bromeliaceae,NULL,234442,Poales,1
5443,3,140,Phytolaccaceae,Phytolaccaceae,NULL,5534,Caryophyllales,1
5444,3,140,Nyctaginaceae,Nyctaginaceae,NULL,5534,Caryophyllales,1
5445,3,140,Euphorbiaceae,Euphorbiaceae,NULL,234486,Malpighiales,1
5446,3,140,Cactaceae,Cactaceae,NULL,5534,Caryophyllales,1
5447,3,140,Araceae,Araceae,NULL,5499,Alismatales,1
5448,3,140,Lemnaceae,Lemnaceae,NULL,5537,Arales,1
5449,3,140,Pontederiaceae,Pontederiaceae,NULL,5506,Commelinales,1
5450,3,140,Liliaceae,Liliaceae,NULL,5538,Liliales,1
5451,3,140,Aizoaceae,Aizoaceae,NULL,5534,Caryophyllales,1
5452,3,140,Molluginaceae,Molluginaceae,NULL,5534,Caryophyllales,1
5453,3,140,Caryophyllaceae,Caryophyllaceae,NULL,5534,Caryophyllales,1
5454,3,140,Rhamnaceae,Rhamnaceae,NULL,5527,Rosales,1
5455,3,140,Plumbaginaceae,Plumbaginaceae,NULL,5534,Caryophyllales,1
5456,3,140,Crossosomataceae,Crossosomataceae,NULL,234482,Crossosomatales,1
5457,3,140,Vitaceae,Vitaceae,NULL,234478,Vitales,1
5458,3,140,Sapindaceae,Sapindaceae,NULL,5542,Sapindales,1
5459,3,140,Elatinaceae,Elatinaceae,NULL,234486,Malpighiales,1
5460,3,140,Clusiaceae,Clusiaceae,NULL,234486,Malpighiales,1
5461,3,140,Aceraceae,Aceraceae,NULL,5542,Sapindales,1
5462,3,140,Burseraceae,Burseraceae,NULL,5542,Sapindales,1
5463,3,140,Anacardiaceae,Anacardiaceae,NULL,5542,Sapindales,1
5464,3,140,Tiliaceae,Tiliaceae,NULL,5543,Malvales,1
5465,3,140,Sterculiaceae,Sterculiaceae,NULL,5543,Malvales,1
5466,3,140,Simaroubaceae,Simaroubaceae,NULL,5542,Sapindales,1
5467,3,140,Rutaceae,Rutaceae,NULL,5542,Sapindales,1
5468,3,140,Malvaceae,Malvaceae,NULL,5543,Malvales,1
5469,3,140,Apocynaceae,Apocynaceae,NULL,5492,Gentianales,1
5470,3,140,Asclepiadaceae,Asclepiadaceae,NULL,5492,Gentianales,1
5471,3,140,Solanaceae,Solanaceae,NULL,5489,Solanales,1
5472,3,140,Convolvulaceae,Convolvulaceae,NULL,5489,Solanales,1
5473,3,140,Cuscutaceae,Cuscutaceae,NULL,5489,Solanales,1
5474,3,140,Menyanthaceae,Menyanthaceae,NULL,5505,Asterales,1
5475,3,140,Polemoniaceae,Polemoniaceae,NULL,5507,Ericales,1
5476,3,140,Ephedraceae,Ephedraceae,NULL,5512,Ephedrales,1
10996,3,140,Salviniaceae,Salviniaceae,NULL,234339,Salviniales,1
16366,3,140,Magnoliaceae,Magnoliaceae,NULL,16469,Magnoliales,1
16371,3,140,Cycadaceae,Cycadaceae,NULL,16370,Cycadales,1
16372,3,140,Brunoniaceae,Brunoniaceae,NULL,5477,Campanulales,1
16373,3,140,Goodeniaceae,Goodeniaceae,NULL,5505,Asterales,1
16374,3,140,Stylidiceae,Stylidiceae,NULL,5477,Campanulales,1
16375,3,140,Sphenocleaceae,Sphenocleaceae,NULL,5489,Solanales,1
16376,3,140,Pentaphragmataceae,Pentaphragmataceae,NULL,5477,Campanulales,1
16377,3,140,Burmanniaceae,Burmanniaceae,NULL,234427,Dioscoreales,1
16378,3,140,Corsiaceae,Corsiaceae,NULL,5538,Liliales,1
16379,3,140,Geosiridaceae,Geosiridaceae,NULL,5479,Orchidales,1
16380,3,140,Tropaeolaceae,Tropaeolaceae,NULL,234480,Brassicales,1
16381,3,140,Balsaminaceae,Balsaminaceae,NULL,5507,Ericales,1
16382,3,140,Limnanthaceae,Limnanthaceae,NULL,234480,Brassicales,1
16383,3,140,Humiriaceae,Humiriaceae,NULL,234486,Malpighiales,1
16384,3,140,Erythroxylaceae,Erythroxylaceae,NULL,234486,Malpighiales,1
16385,3,140,Tremandraceae,Tremandraceae,NULL,5482,Polygalales,1
16386,3,140,Xanthophyllaceae,Xanthophyllaceae,NULL,5482,Polygalales,1
16387,3,140,Vochysiaceae,Vochysiaceae,NULL,5520,Myrtales,1
16388,3,140,Trigoniaceae,Trigoniaceae,NULL,234486,Malpighiales,1
16389,3,140,Begoniaceae,Begoniaceae,NULL,234483,Cucurbitales,1
16390,3,140,Cochlospermaceae,Cochlospermaceae,NULL,5543,Malvales,1
16391,3,140,Ancistrocladaceae,Ancistrocladaceae,NULL,5483,Violales,1
16392,3,140,Dioncophyllaceae,Dioncophyllaceae,NULL,5483,Violales,1
16393,3,140,Datiscaceae,Datiscaceae,NULL,234483,Cucurbitales,1
16394,3,140,Scyphostegiaceae,Scyphostegiaceae,NULL,5483,Violales,1
16395,3,140,Peridiscaceae,Peridiscaceae,NULL,5483,Violales,1
16396,3,140,Caricaceae,Caricaceae,NULL,234480,Brassicales,1
16397,3,140,Malesherbiaceae,Malesherbiaceae,NULL,5483,Violales,1
16398,3,140,Frankeniaceae,Frankeniaceae,NULL,5534,Caryophyllales,1
16399,3,140,Turneraceae,Turneraceae,NULL,5483,Violales,1
16400,3,140,Achariaceae,Achariaceae,NULL,234486,Malpighiales,1
16401,3,140,Cistaceae,Cistaceae,NULL,5543,Malvales,1
16402,3,140,Flacourtiaceae,Flacourtiaceae,NULL,5483,Violales,1
16403,3,140,Hoplestigmataceae,Hoplestigmataceae,NULL,5483,Violales,1
16408,3,140,Podocarpaceae,Podocarpaceae,NULL,5487,Pinales,1
16409,3,140,Taxodiaceae,Taxodiaceae,NULL,5487,Pinales,1
16410,3,140,Araucariaceae,Araucariaceae,NULL,5487,Pinales,1
16411,3,140,Cephalotaxaceae,Cephalotaxaceae,NULL,5487,Pinales,1
16412,3,140,Hymenophyllaceae,Hymenophyllaceae,NULL,234322,Hymenophyllales,1
16413,3,140,Cyatheaceae,Cyatheaceae,NULL,234315,Cyatheales,1
16414,3,140,Schizaeaceae,Schizaeaceae,NULL,234340,Schizaeales,1
16415,3,140,Grammitidaceae,Grammitidaceae,NULL,5488,Polypodiales,1
16416,3,140,Ceratopteridaceae,Ceratopteridaceae,NULL,5488,Polypodiales,1
16417,3,140,Lygodiaceae,Lygodiaceae,NULL,234340,Schizaeales,1
16418,3,140,Davalliaceae,Davalliaceae,NULL,5488,Polypodiales,1
16419,3,140,Anemiaceae,Anemiaceae,NULL,234340,Schizaeales,1
16420,3,140,Parkeriaceae,Parkeriaceae,NULL,5488,Polypodiales,1
16421,3,140,Gleicheniaceae,Gleicheniaceae,NULL,234320,Gleicheniales,1
16422,3,140,Lophosoriaceae,Lophosoriaceae,NULL,5488,Polypodiales,1
16423,3,140,Vittariaceae,Vittariaceae,NULL,5488,Polypodiales,1
16424,3,140,Dicksoniaceae,Dicksoniaceae,NULL,234315,Cyatheales,1
16425,3,140,Osmundaceae,Osmundaceae,NULL,234334,Osmundales,1
16426,3,140,Moringaceae,Moringaceae,NULL,234480,Brassicales,1
16427,3,140,Tovariaceae,Tovariaceae,NULL,234480,Brassicales,1
16431,3,140,Loganiaceae,Loganiaceae,NULL,5492,Gentianales,1
16433,3,140,Limnocharitaceae,Limnocharitaceae,NULL,5499,Alismatales,1
16434,3,140,Butomaceae,Butomaceae,NULL,5499,Alismatales,1
16435,3,140,Phrymaceae,Phrymaceae,NULL,5500,Lamiales,1
16436,3,140,Pedaliaceae,Pedaliaceae,NULL,5500,Lamiales,1
16437,3,140,Zosteraceae,Zosteraceae,NULL,5499,Alismatales,1
16438,3,140,Posidoniaceae,Posidoniaceae,NULL,5499,Alismatales,1
16439,3,140,Scheuchzeriaceae,Scheuchzeriaceae,NULL,5499,Alismatales,1
16440,3,140,Aponogetonaceae,Aponogetonaceae,NULL,5499,Alismatales,1
16441,3,140,Cymodoceaceae,Cymodoceaceae,NULL,5499,Alismatales,1
16442,3,140,Azollaceae,Azollaceae,NULL,5503,Hydropteridales,1
16444,3,140,Adoxaceae,Adoxaceae,NULL,5504,Dipsacales,1
16448,3,140,Rapateaceae,Rapateaceae,NULL,234442,Poales,1
16449,3,140,Mayacaceae,Mayacaceae,NULL,234442,Poales,1
16450,3,140,Xyridaceae,Xyridaceae,NULL,234442,Poales,1
16451,3,140,Clethraceae,Clethraceae,NULL,5507,Ericales,1
16452,3,140,Epacridaceae,Epacridaceae,NULL,5507,Ericales,1
16453,3,140,Empetraceae,Empetraceae,NULL,5507,Ericales,1
16454,3,140,Cyrillaceae,Cyrillaceae,NULL,5507,Ericales,1
16455,3,140,Thurniaceae,Thurniaceae,NULL,234442,Poales,1
16456,3,140,Symplocaceae,Symplocaceae,NULL,5507,Ericales,1
16457,3,140,Ebenaceae,Ebenaceae,NULL,5507,Ericales,1
16458,3,140,Lissocarpaceae,Lissocarpaceae,NULL,5510,Ebenales,1
16459,3,140,Styracaceae,Styracaceae,NULL,5507,Ericales,1
16460,3,140,Theophrastaceae,Theophrastaceae,NULL,5511,Primulales,1
16461,3,140,Myrsinaceae,Myrsinaceae,NULL,5511,Primulales,1
16462,3,140,Zamiaceae,Zamiaceae,NULL,16370,Cycadales,1
16472,3,140,Chloranthaceae,Chloranthaceae,NULL,234400,Chloranthales,1
16473,3,140,Piperaceae,Piperaceae,NULL,5513,Piperales,1
16474,3,140,Cabombaceae,Cabombaceae,NULL,5515,Nymphaeales,1
16475,3,140,Nelumbonaceae,Nelumbonaceae,NULL,16519,Proteales,1
16476,3,140,Lardizabalaceae,Lardizabalaceae,NULL,5516,Ranunculales,1
16477,3,140,Coriariaceae,Coriariaceae,NULL,234483,Cucurbitales,1
16478,3,140,Circaeasteraceae,Circaeasteraceae,NULL,5516,Ranunculales,1
16479,3,140,Sabiaceae,Sabiaceae,NULL,5516,Ranunculales,1
16480,3,140,Hydrostachyaceae,Hydrostachyaceae,NULL,5518,Scrophulariales,1
16481,3,140,Globulariaceae,Globulariaceae,NULL,5518,Scrophulariales,1
16482,3,140,Gesneriaceae,Gesneriaceae,NULL,5500,Lamiales,1
16483,3,140,Myoporaceae,Myoporaceae,NULL,5518,Scrophulariales,1
16484,3,140,Halorrhagidaceae,Halorrhagidaceae,NULL,5519,Haloragales,1
16485,3,140,Theligonaceae,Theligonaceae,NULL,5519,Haloragales,1
16486,3,140,Gunneraceae,Gunneraceae,NULL,234448,Gunnerales,1
16487,3,140,Thymelaeaceae,Thymelaeaceae,NULL,5543,Malvales,1
16488,3,140,Crypteroniaceae,Crypteroniaceae,NULL,5520,Myrtales,1
16489,3,140,Dialypetalanthaceae,Dialypetalanthaceae,NULL,5520,Myrtales,1
16490,3,140,Melastomataceae,Melastomataceae,Juss.,5520,Myrtales,1
16491,3,140,Peneaceae,Peneaceae,NULL,5520,Myrtales,1
16492,3,140,Oliniaceae,Oliniaceae,NULL,5520,Myrtales,1
16493,3,140,Trapaceae,Trapaceae,NULL,5520,Myrtales,1
16494,3,140,Alangiaceae,Alangiaceae,NULL,5522,Cornales,1
16495,3,140,Davidiaceae,Davidiaceae,NULL,5522,Cornales,1
16496,3,140,Nyssaceae,Nyssaceae,NULL,5522,Cornales,1
16497,3,140,Eremolepidaceae,Eremolepidaceae,NULL,5523,Santalales,1
16498,3,140,Opiliaceae,Opiliaceae,NULL,5523,Santalales,1
16499,3,140,Grubbiaceae,Grubbiaceae,NULL,5523,Santalales,1
16500,3,140,Loranthaceae,Loranthaceae,NULL,5523,Santalales,1
16501,3,140,Cynomoriaceae,Cynomoriaceae,NULL,5523,Santalales,1
16502,3,140,Medusandraceae,Medusandraceae,NULL,5523,Santalales,1
16503,3,140,Dipentodontaceae,Dipentodontaceae,NULL,234484,Huerteales,1
16504,3,140,Olacaceae,Olacaceae,NULL,5523,Santalales,1
16505,3,140,Misodendraceae,Misodendraceae,NULL,5523,Santalales,1
16506,3,140,Balanophoraceae,Balanophoraceae,NULL,5523,Santalales,1
16507,3,140,Hydnoraceae,Hydnoraceae,NULL,5513,Piperales,1
16508,3,140,Mitrastemonaceae,Mitrastemonaceae,NULL,5524,Rafflesiales,1
16510,3,140,Hippocrateaceae,Hippocrateaceae,NULL,5525,Celastrales,1
16511,3,140,Aquifoliaceae,Aquifoliaceae,NULL,234496,Aquifoliales,1
16512,3,140,Stackhousiaceae,Stackhousiaceae,NULL,5525,Celastrales,1
16513,3,140,Siphonodontaceae,Siphonodontaceae,NULL,5525,Celastrales,1
16514,3,140,Corynocarpaceae,Corynocarpaceae,NULL,234483,Cucurbitales,1
16515,3,140,Icacinaceae,Icacinaceae,NULL,234498,Boraginales,1
16516,3,140,Cardiopteridaceae,Cardiopteridaceae,NULL,234496,Aquifoliales,1
16517,3,140,Geissolomataceae,Geissolomataceae,NULL,5525,Celastrales,1
16518,3,140,Salvadoraceae,Salvadoraceae,NULL,234480,Brassicales,1
16522,3,140,Brunelliaceae,Brunelliaceae,NULL,234487,Oxalidales,1
16523,3,140,Cephalotaceae,Cephalotaceae,NULL,5527,Rosales,1
16524,3,140,Surianaceae,Surianaceae,NULL,5486,Fabales,1
16525,3,140,Connaraceae,Connaraceae,NULL,234487,Oxalidales,1
16526,3,140,Eucryphiaceae,Eucryphiaceae,NULL,5527,Rosales,1
16527,3,140,Alseuosmiaceae,Alseuosmiaceae,NULL,5527,Rosales,1
16528,3,140,Chrysobalanaceae,Chrysobalanaceae,NULL,234486,Malpighiales,1
16529,3,140,Columelliaceae,Columelliaceae,NULL,234499,Bruniales,1
16530,3,140,Neuradaceae,Neuradaceae,NULL,5527,Rosales,1
16531,3,140,Byblidaceae,Byblidaceae,NULL,5527,Rosales,1
16532,3,140,Pittosporaceae,Pittosporaceae,NULL,5484,Apiales,1
16533,3,140,Davidsoniaceae,Davidsoniaceae,NULL,5527,Rosales,1
16534,3,140,Cunoniaceae,Cunoniaceae,NULL,234487,Oxalidales,1
16535,3,140,Bruniaceae,Bruniaceae,NULL,234499,Bruniales,1
16539,3,140,Didymelaceae,Didymelaceae,NULL,5528,Hamamelidales,1
16540,3,140,Myrothamnaceae,Myrothamnaceae,NULL,5528,Hamamelidales,1
16541,3,140,Eupteleaceae,Eupteleaceae,NULL,5528,Hamamelidales,1
16542,3,140,Cercidiphyllaceae,Cercidiphyllaceae,NULL,234467,Saxifragales,1
16543,3,140,Hamamelidaceae,Hamamelidaceae,NULL,234467,Saxifragales,1
16544,3,140,Cecropiaceae,Cecropiaceae,NULL,5529,Urticales,1
16545,3,140,Barbeyaceae,Barbeyaceae,NULL,5529,Urticales,1
16546,3,140,Rhoipteleaceae,Rhoipteleaceae,NULL,5530,Juglandales,1
16547,3,140,Picrodendraceae,Picrodendraceae,NULL,234486,Malpighiales,1
16548,3,140,Balanopaceae,Balanopaceae,NULL,5531,Fagales,1
16549,3,140,Didiereaceae,Didiereaceae,NULL,5534,Caryophyllales,1
16550,3,140,Basellaceae,Basellaceae,NULL,5534,Caryophyllales,1
16551,3,140,Achatocarpaceae,Achatocarpaceae,NULL,5534,Caryophyllales,1
16554,3,140,Aextoxicaceae,Aextoxicaceae,NULL,234465,Berberidopsidales,1
16555,3,140,Pandaceae,Pandaceae,NULL,5536,Euphorbiales,1
